section,part,as_is,car_price,van_suv_truck_price,core
ELECTRICAL,ANTENNA ELEC,false,13.21,13.21,
ELECTRICAL,ANTENNA MAN,false,1.89,1.89,
ELECTRICAL,BATTERY BOX,false,7.55,7.55,
ELECTRICAL,BATTERY CABLE,false,4.72,4.72,
ELECTRICAL,BATTERY TERMINAL,false,1.89,1.89,
ELECTRICAL,RECON BATTERY,false,49.51,49.51,10.00
ELECTRICAL,BLOWER MOTOR,false,9.43,9.43,
ELECTRICAL,CLOCK,false,2.83,2.83,
ELECTRICAL,COIL,false,4.72,4.72,
ELECTRICAL,COIL PACK,false,27.36,27.36,
ELECTRICAL,CRUISE CONTROL UNIT,false,9.43,9.43,
ELECTRICAL,D/C CONVERTER,false,17.92,17.92,
ELECTRICAL,DIST CAP ELEC,false,7.55,7.55,
ELECTRICAL,DIST CAP POINT,false,2.83,2.83,
ELECTRICAL,DIST CONT MODULE,false,13.21,13.21,
ELECTRICAL,DIST ELEC,false,9.43,9.43,
ELECTRICAL,DIST POINT,false,2.83,2.83,
ELECTRICAL,DOUBLE COIL,false,14.15,14.15,
ELECTRICAL,DOUBLE DIN,false,46.22,46.22,
ELECTRICAL,ELECTRIC ASST,false,35.85,35.85,
ELECTRICAL,ELECTRIC PARKING BRAKE,false,89.63,89.63,
ELECTRICAL,ELECTRIC P/S PUMP,false,89.63,89.63,
ELECTRICAL,ELECTRIC PEDAL,false,16.98,16.98,
ELECTRICAL,ELECTRIC RACK & PINION,false,113.21,113.21,
ELECTRICAL,ECM,false,33.02,33.02,
ELECTRICAL,FUSE BOX BARE,false,9.43,9.43,
ELECTRICAL,HEATED SEAT ELEMENT,false,9.43,9.43,
ELECTRICAL,HORN,false,4.72,4.72,
ELECTRICAL,IGNITOR,false,18.87,18.87,
ELECTRICAL,INFO/GPS/TV SCREEN,false,27.36,27.36,
ELECTRICAL,MISC RELAY,false,2.83,2.83,
ELECTRICAL,MISC SENSOR,false,4.72,4.72,
ELECTRICAL,RADIO AM/FM,false,9.43,9.43,
ELECTRICAL,RADIO CAS/CD,false,9.43,9.43,
ELECTRICAL,SENSOR OIL/WATER,false,4.72,4.72,
ELECTRICAL,SPARK PLUG WIRE,false,4.72,4.72,
ELECTRICAL,SPEAKER CUSTOM,false,17.55,17.55,
ELECTRICAL,SPEAKER STOCK,false,7.55,7.55,
ELECTRICAL,STARTER,false,9.43,9.43,
ELECTRICAL,STARTER SOLENOID,false,4.72,4.72,
ELECTRICAL,TRUNK LID MOTOR,false,16.98,16.98,
ELECTRICAL,TURN SIG SWITCH,false,4.72,4.72,
ELECTRICAL,VOLTAGE REGULATOR,false,4.72,4.72,
ELECTRICAL,WIPER MOTOR,false,9.43,9.43,
ELECTRICAL,WINDOW REG MOTOR,false,27.36,27.36,
ELECTRICAL,WIRE HARNESS,true,27.36,27.36,
ELECTRICAL,WIRE PIG TAIL,true,1.89,1.89,
WHEELS/BRAKES,ABS SENSOR,false,9.43,9.43,
WHEELS/BRAKES,ANTI LOCK UNIT,true,42.45,56.60,
WHEELS/BRAKES,BACKING PLATE,false,7.55,7.55,
WHEELS/BRAKES,BRAKE DRUM,false,188.68,188.68,
WHEELS/BRAKES,BRAKE CALIPER,false,17.92,17.92,
WHEELS/BRAKES,BRAKE FLUID RES,false,9.43,9.43,
WHEELS/BRAKES,BRAKE HOSE,false,4.72,4.72,
WHEELS/BRAKES,BRAKE LINE,false,4.72,4.72,
WHEELS/BRAKES,BRAKE PADS PER SET,false,4.72,4.72,
WHEELS/BRAKES,BRAKE PROP VALVE,false,9.43,9.43,
WHEELS/BRAKES,BRAKE ROTOR,false,18.87,18.87,
WHEELS/BRAKES,BRAKE SHOES PER SET,false,4.72,4.72,
WHEELS/BRAKES,CENTER CAP,false,1.89,1.89,
WHEELS/BRAKES,DRUM BRAKE CYLINDER,false,4.72,7.55,
WHEELS/BRAKES,DRUM BRAKE HARDWARE,false,4.72,4.72,
WHEELS/BRAKES,EMERGENCY BRAKE CABLE,false,7.55,9.43,
WHEELS/BRAKES,EMERGENCY BRK ASSBLY,false,14.15,14.15,
WHEELS/BRAKES,HUB,false,41.15,41.15,
WHEELS/BRAKES,HUB/SPINDLE,false,41.15,41.15,
WHEELS/BRAKES,JACK,false,9.43,9.43,
WHEELS/BRAKES,LOCKING HUB,false,16.98,16.98,
WHEELS/BRAKES,LUG WRENCH,false,4.72,4.72,
WHEELS/BRAKES,MASTER CYLINDER,false,35.85,35.85,
WHEELS/BRAKES,POWER/HYDRO BRK BOOSTER,false,17.92,21.70,
WHEELS/BRAKES,SPARE TIRE CARRIER,false,9.43,9.43,
WHEELS/BRAKES,SPARE TIRE CARRIER SWING,false,27.36,27.36,
WHEELS/BRAKES,SPARE TIRE HANDLE,false,4.72,4.72,
WHEELS/BRAKES,TIRE,true,17.92,23.58,
WHEELS/BRAKES,TIRE & WHEEL ALUM,false,41.15,41.15,
WHEELS/BRAKES,TIRE &WHEEL SPARE(DONUT),false,13.31,13.31,
WHEELS/BRAKES,TIRE & WHEEL STEEL,false,23.58,23.58,
WHEELS/BRAKES,TRAILER BRAKE CONTROL,false,23.58,23.58,
WHEELS/BRAKES,WHEEL COVER,false,2.83,2.83,
